title,pageid,length
Smart_client,4335752,3069
Composite_application,4415933,2508
Homoiconicity,4447184,14433
Machine-dependent_software,4472835,7866
Agent_architecture,4510677,1395
Probe_effect,4515786,1798
Comet_(programming),4533952,23572
National_Software_Testing_Laboratories,4561482,681
PREview,4566423,11752
CTQ_tree,4569345,1756
Interface_metaphor,4581686,6636
OELib,4583557,687
Glue_code,4624733,2541
Battle_management_language,4657161,3973
Target–action,4659420,4313
Expressive_power_(computer_science),4669465,7525
Object_Query_Language,4674558,1679
Synchronization_model,4686244,10453
And-inverter_graph,4689919,9590
Differential_inheritance,4691082,1335
Reference_model,4696265,9086
Requirement_prioritization,4717231,5431
Internet-Speed_Development,4731717,23448
Event-driven_architecture,4731786,16011
Test_management,4732887,5256
Little_b_(programming_language),4740151,2463
Model_transformation_language,4773563,6268
Semipredicate_problem,4785143,10204
WebML,4797164,13356
Signature_program,4798195,5225
KM3,4852801,2277
Stability_Model,4859085,2391
Gnits_standards,4870833,2062
Generic_Modeling_Environment,4873950,1133
IDEAS_Group,4901873,6635
GRASP_(object-oriented_design),4907231,8099
Wright_(ADL),4918427,1374
HTTP_compression,4954757,16406
Innovations_in_Systems_and_Software_Engineering,4967361,2976
Anemic_domain_model,4975273,6121
Efferent_coupling,5023072,1276
Lightweight_software_test_automation,5046884,4108
Advanced_transportation_controller,5076715,935
Rational_R1000,5135097,1970
Satisfiability_modulo_theories,5138563,24575
IEEE_1471,5143530,11517
Design_process_(computing),5171018,622
Command_language,5186515,1622
Exception_safety,5195468,4632
PM_Declaration_of_Interdependence,5207056,2466
Test_bench,5252160,3180
Buildbot,5255805,2780
Presentation–abstraction–control,5274765,6990
Open/closed_principle,5404610,5295
Trunk_(software),5438836,2173
Programming_language_specification,5438926,13169
Programming_language_implementation,5439284,3716
Dynamic_program_analysis,5463848,5770
Interactive_design,5532455,20566
Best_coding_practices,5548053,28189
Leaning_toothpick_syndrome,5552846,7323
WURFL,5575030,11629
Symbolic_simulation,5575498,1472
Boilerplate_code,5622243,8515
Conditional_operator,5647807,785
Software_security_assurance,5654541,10918
Dry_run_(testing),5664562,1144
Joint_application_design,5720202,20345
Cognitive_dimensions_of_notations,5728377,8156
Cheat_sheet,5733800,2809
High-_and_low-level,5734146,4517
General-purpose_modeling,5734285,1504
Visual_modeling,5734612,1838
Robbins_algebra,5825422,3316
Server_emulator,5851467,9113
Attack_surface,5920768,3718
AspectC++,5926156,3455
International_Software_Testing_Qualifications_Board,5933562,11085
Layer_(object-oriented_design),6018908,1681
Persistence_(computer_science),6025550,6840
Open_Hub,6028132,9424
Sandbox_(software_development),6063848,6102
Association_for_Software_Testing,6076142,3632
Dynamic_testing,6109829,1649
Object-oriented_design,6111038,9893
Scaffold_(programming),6210017,5916
Provider_model,6213806,1829
Communications_&_Information_Services_Corps,6256906,15631
Functional_testing,6264581,2441
Outline_of_computer_programming,6301802,16256
Artifact_(software_development),6303113,4491
Viscosity_(programming),6413371,764
Macro_instruction,6427906,5464
Rigi_(software),6437953,6681
Test_data,6476885,2593
Object_manager,6534243,534
International_Webmasters_Association,6576364,1257
System_time,6613070,27602
Speedcoding,6616312,4238
Keyword-driven_testing,6742890,9706
Eclipse_Modeling_Framework,6763494,3615
End-user_development,6795600,27105
Framework_for_integrated_test,6883111,2350
GQM,6884839,4925
Algorithm_characterizations,6901703,72336
Maintenance_release,6960642,1313
Extended_finite-state_machine,6965259,3257
Monolithic_application,7023871,3250
Test_Anything_Protocol,7039060,3014
Prentice_Hall_International_Series_in_Computer_Science,7069425,2954
Content_adaptation,7108375,6434
Conceptual_model_(computer_science),7109929,3804
Static_web_page,7123267,2663
Reactive_user_interface,7138096,1653
Decline_and_Fall_of_the_American_Programmer,7142775,2710
Generic_Eclipse_Modeling_System,7143470,3874
Web_application_development,7206282,6642
Online_judge,7289814,2435
Composite_UI_Application_Block,7324925,1456
Software_engine,7357562,4286
Computer_programming_in_the_punched_card_era,7380371,8160
Search-oriented_architecture,7470226,1881
Software_architecture_analysis_method,7564456,787
Test_effort,7663090,3869
JQuery,7672626,24770
Structured_analysis,7696546,23775
Common_Component_Architecture,7698591,805
Mobile-device_testing,7706325,4866
Tefkat,7726497,3244
Ad_hoc_testing,7728202,1095
Nested_quotation,7732659,4867
Retiming,7770362,6797
Artificial_intelligence_systems_integration,7872324,11816
Software_evolution,7917758,15355
Software_blueprint,7932845,3400
Characterization_test,7950962,6416
Adjustment_handle,7955525,827
Event_(computing),7962417,11136
Coding_conventions,7969681,19533
Software_architectural_model,7985045,5340
Framework-specific_modeling_language,8036355,2583
Situational_application,8142499,3788
Testware,8143104,1852
HLSL2GLSL,8191286,2967
Check_(unit_testing_framework),8206148,1589
Staged_event-driven_architecture,8222044,3201
Sigar_(software),8253497,895
Gemstone_(database),8260106,5956
Graphical_user_interface_testing,8261215,12664
Adaptive_algorithm,8286430,2597
Software_portability,8400335,7723
Fault_injection,8429908,21616
Stress_testing_(software),8445754,7064
CA/EZTEST,8465195,3766
Software_modernization,8503981,17634
Recovery_testing,8518263,1654
Automated_proof_checking,8618570,2406
Security_bug,8632926,2844
Rule_of_three_(C++_programming),8715728,7185
Presentation_logic,8764576,2169
Exploratory_programming,8766693,1958
EFx_Factory,8803642,10383
Sidegrade,8824516,1176
Service-oriented_architecture_implementation_framework,8836161,17844
Architecture_framework,8851985,1059
Stevens_Award,8881415,2079
Committer,8889979,2262
Software_quality_management,8967007,11238
Conference_room_pilot,9002006,2337
Soak_testing,9002673,2543
Attack_patterns,9006286,13255
Cockburn_Scale,9007356,2665
IBM_Product_Test,9015515,2177
Presenter_first_(software_approach),9032156,5215
IBM_WebSphere_ESB,9036446,383
Functional_specification,9053231,6354
Design_predicates,9054619,3413
Droplets_(programming_environment),9054662,384
Compatibility_testing,9113053,825
OOHDM,9159215,828
M2M_(Eclipse),9227646,1015
Risk-based_testing,9232391,4334
Software_analysis_pattern,9238495,7053
Volume_testing,9266554,1037
Non-functional_testing,9266740,1219
Scalability_testing,9266795,8409
Parametricity,9315395,4685
A/B_testing,9332179,15337
Happy_path,9336966,1675
RITE_Method,9376189,2988
Self-testing_code,9403814,1012
FURPS,9462739,3677
Algebraic_modeling_language,9463527,8610
Zero_one_infinity_rule,9465910,2218
Manual_testing,9516924,7592
OLE_DB_for_OLAP,9549317,2085
Reuse_metrics,9585793,1343
OpenKODE,9665492,1655
Decision-to-decision_path,9704668,4387
Cause–effect_graph,9707263,2282
Promela,9733137,14537
Usage-centered_design,9733745,3399
W3C_Device_Description_Working_Group,9734965,3882
Slow_design,9749044,5841
Vision_document,9800707,2636
Bauhaus_Project_(computing),9876168,9419
International_Conference_on_Software_Reuse,9894026,3000
RCOS_(computer_sciences),9894468,3958
Pointer_aliasing,9921347,4494
Gateway_(computer_program),9953336,678
Modularity-driven_testing,9987726,1268
Data-driven_testing,9987790,3364
Lightweight_programming_language,10001714,679
ERequirements,10058197,942
Quality_engineering,10067215,10828
Sun_Web_Developer_Pack,10080676,2659
Google_Guice,10088312,3230
Agile_testing,10319588,8084
POPLmark_challenge,10323007,4358
OSHCA,10347397,2608
Stream_X-Machine,10388845,9608
Knowledge_Discovery_Metamodel,10482722,9179
Month_of_bugs,10485555,5951
SitePal,10578514,6049
Advanced_Programming_Specialist_Group,10601400,2615
International_World_Wide_Web_Conference_Committee,10620750,8997
Design_rationale,10710154,25984
Software_system,10768456,4349
Journal_of_Systems_and_Software,10807068,3069
Statistical_static_timing_analysis,10864076,4860
Universal_Scrolling,10901667,850
Essentials_of_Programming_Languages,11071609,4613
Architecture-driven_modernization,11132789,4682
4+1_architectural_view_model,11151650,3665
Requirements_traceability,11189218,19996
Modified_condition/decision_coverage,11205258,4960
Search-based_software_engineering,11220518,20646
Software_Development_Engineer_in_Test,11232473,1745
Needs_analysis,11265546,4063
Transient_(computer_programming),11271206,4781
LDRA_Testbed,11289935,6645
Active_message,11347807,2962
Space-based_architecture,11353855,5420
Agile_web_development,11412687,129
N-version_programming,11443527,6446
Workflow_Reference_Model,11451782,646
Abstraction_of_transport/protocol_connectivity,11477841,711
Transport/protocol_abstraction,11477970,1581
Synchrony_abstraction,11478208,1089
Fault-tolerant_messaging,11478229,1428
ISO/IEC_42010,11521286,14840
SAP_NetWeaver_Visual_Composer,11528983,3428
Software_measurement,11534510,2117
SPIN_(software_process),11583369,1776
Fundamental_modeling_concepts,11643734,5750
Software_Engineering_for_Adaptive_and_Self-Managing_Systems,11664140,2171
Oracle_Unified_Method,11735522,2937
Wang_Institute_of_Graduate_Studies,11799822,4924
Technical_debt,11885652,15028
Nondeterministic_programming,11898761,2508
System_migration,11956097,2202
BS_7925-1,11974071,1335
BS_7925-2,11974175,1288
Synthetic_Environment_for_Analysis_and_Simulations,12018606,8188
Numerical_error,12076692,1364
Bebugging,12086708,3228
Resource-oriented_architecture,12107449,8983
Pull_technology,12112654,2608
Retrenchment_(computing),12130394,736
Binary_protocol,12212962,1486
Allocation_site,12221515,444
Feature_complete,12241099,1110
KAOS_(software_development),12557343,1818
Naked_objects,12642257,12048
Reverse_semantic_traceability,12659147,9788
Hardware_compatibility_list,12662643,842
Regulated_rewriting,12734062,5660
Software_parametric_models,12941228,3518
IEEE_Software,12953313,3116
Change_advisory_board,12973558,2134
Central_Computer_and_Telecommunications_Agency,12986427,9589
Learnability,12986721,2119
Predeclared,13038601,3876
Junio_Hamano,13078275,2004
Putnam–Norden–Rayleigh_curve,13126614,1415
Incremental_funding_methodology,13136664,1452
Occasionally_connected_computing,13145967,3250
Error_guessing,13284409,1305
Framework-oriented_design,13298962,951
Memory_safety,13344659,12502
Convention_over_configuration,13356100,6108
Problem_frames_approach,13411552,23000
Amelioration_pattern,13612232,1124
Rewrite_(programming),13653181,5316
Daikon_(system),13666913,1691
Standalone_program,13721526,2891
Database-centric_architecture,13783336,4236
Federated_portal_network,13808127,1070
Forensic_software_engineering,13929163,1457
Software_quality_control,13951651,3956
Rule_of_least_power,13973317,3758
SCC_compliant,14086151,601
Domain-driven_design,14272455,17360
Halstead_complexity_measures,14451712,4258
Univac_Text_Editor,14467753,507
American_Software_Testing_Qualifications_Board,14580230,1669
Software_testing_outsourcing,14672486,5239
Discriminator,14674111,2200
Floyd's_triangle,14705292,2405
Hatley–Pirbhai_modeling,14765980,2072
X-Machine_Testing,14927756,20169
Pattern_Languages_of_Programs,15008505,15990
The_Structure_and_Interpretation_of_the_Computer_Science_Curriculum,15038192,3414
Web_testing,15089290,4093
Software_testing_controversies,15136570,10105
XSA,15323614,1877
Requirements_elicitation,15402947,9342
Chunk_(information),15447845,969
SMP/E,15653202,11686
Alsys,15670933,5014
DOD-STD-2167,15687407,3055
Consumability,15695872,2637
Virtuality_(software_design),15744107,2897
Web_development_tools,15774107,7404
Conversion_path,15813625,1320
Software_entropy,15906715,2611
Hybrid_testing,16127475,2215
Signed_overpunch,16284001,1553
Digital_nervous_system,16342561,3690
Word_joiner,16498555,1226
TTCN-3,16604682,7119
CETpD,16617061,4681
Comparison_of_JavaScript_frameworks,16688167,54593
Linked_data_page,16732074,1477
Proggy_programming_fonts,16894993,1841
Lehman's_laws_of_software_evolution,16914324,4626
Applicative_universal_grammar,16956936,1007
RATF,16989982,1947
Muni_Sakya,17052149,5421
Boundary_testing,17077754,5125
Event_partitioning,17097938,14044
Constant_Object_Proportion_Rendering,17122931,2634
EAST-ADL,17125914,11475
Merge_window,17242440,1207
Misuse_case,17316652,14280
WS-Atomic_Transaction,17318432,1210
Software_architecture_recovery,17389066,2164
System_appreciation,17389142,1784
Benevolent_dictator_for_life,17402165,10752
Physical_configuration_audit,17440612,2130
DSQI,17457858,876
Test_stub,17515602,3231
Debugging_patterns,17555516,1298
Software_quality_analyst,17633498,1539
Open_Agent_Architecture,17748770,702
Long-lived_transaction,17866900,951
Protocol_implementation_conformance_statement,17905412,872
Perl_Archive_Toolkit,17932450,1749
FOSD_Mixin_Layers,17964234,1284
Service-oriented_distributed_applications,18182357,700
Solution_architecture,18269007,5964
/dev/full,18429450,1304
Sheffield_Software_Engineering_Observatory,18540320,15183
GitHub,18545292,30291
Self-relocation,18569789,13899
Data_&_Analysis_Center_for_Software,18570861,32499
Domain_(software_engineering),18599119,1015
Stepping_level,18662920,3479
Observer_effect_(information_technology),18698650,1877
Natural-language_programming,18784729,8787
Test_strategy,18839594,9223
Software_maintainer,18931962,896
Abandonware,18933176,84075
Measuring_programming_language_popularity,18968719,8537
