title,pageid,length
RainbowCrack,2879083,2245
List_of_information_graphics_software,2891117,27050
Uniface_(programming_language),2905637,24654
List_of_digital_organism_simulators,2913309,211
Mediabot,2964496,1744
OmniPage,2970950,4197
1-Click,2985434,9340
List_of_Apple_II_application_software,2987970,3643
SASDK,3056056,1285
Software_visualization,3070397,10488
Inverse_search,3126455,2303
SmartEiffel,3166042,2161
Service_Advertising_Protocol,3176570,1788
Sun_Java_System,3185191,2504
List_of_social_software,3209299,4817
MacX,3248886,3804
ODMA,3259100,1490
List_of_Apple_software,3259900,552
List_of_Adobe_software,3268440,14387
List_of_SIP_software,3270224,10559
Technical_Information_Project,3270226,621
ZigZag_(software),3287977,3625
List_of_SAP_products,3321582,4750
List_of_portable_software,3391262,13762
Software_appliance,3402473,6169
PC²,3418798,6590
Comparison_of_Usenet_newsreaders,3434438,7511
Comparison_of_assemblers,3444238,21421
Features_new_to_Windows_XP,3463130,146185
Resorcerer,3472671,737
Macintosh-Like_Virtual_Window_Manager,3493356,1030
Computer_booking_system,3546462,1452
IBM_Public_License,3574061,3139
Oracle_Office,3592501,643
List_of_ERP_software_packages,3595147,8744
List_of_computer_worms,3612628,7100
Micro_ISV,3624763,4888
OpenBSD_security_features,3648704,20212
Program_temporary_fix,3651356,5980
Redline_(API),3659990,583
Self-service_software,3663653,2990
Application_directory,3668017,5570
M23_software_distribution_system,3684381,4871
Comparison_of_file_comparison_tools,3702227,23695
Comparison_of_widget_engines,3706857,16930
Software_analyst,3710585,1071
List_of_streaming_media_systems,3716409,7526
Features_new_to_Windows_Vista,3738839,99379
Fsn_(file_manager),3818435,4037
STABL,3823801,655
OpenVAS,3837531,3057
OllyDbg,3849394,3698
SSLeay,3881085,4292
XApps,3896992,2935
List_of_statistical_packages,3932847,13835
MDL_Chime,3939419,4209
Comparison_of_parser_generators,3959734,38863
Sajax,3996353,1396
Sun_Java_Wireless_Toolkit,4107557,1893
Netfrastructure,4113994,702
Software_system_safety,4135205,5621
TI_Connect,4175224,2427
Comparison_of_hex_editors,4181397,6827
Java_Optimized_Processor,4221385,1222
Software_propagation,4229180,1110
List_of_spreadsheet_software,4245884,15768
Comparison_of_application_virtualization_software,4256069,15850
X.29,4260052,772
Mugu_Marauder,4276579,1419
Java_Research_License,4276787,1140
Improper_input_validation,4277843,895
COGO,4295839,1077
Java_Model_Railroad_Interface,4297441,1985
Amiga_software,4334877,41918
PortAudio,4338159,2667
Grand_Theft_Auto_clone,4437430,40964
Objdump,4464255,2466
Multi-Processing_Environment,4474973,587
ISYS:Desktop,4502559,561
Comparison_of_archive_formats,4523373,17709
Resident_monitor,4535855,4691
Ptolemy_Project,4536630,2713
Virtual_appliance,4540098,5610
Social_cataloging_application,4540168,1749
ORBit,4544250,2405
Pfsync,4548049,1841
Muguito,4571345,1098
LTU_Technologies,4580276,1515
State_management,4580367,732
Message_Transmission_Optimization_Mechanism,4625529,2694
Comparison_of_video_hosting_services,4638111,21946
List_of_PAN_dating_software,4667799,752
List_of_Java_virtual_machines,4674178,10279
RealJukebox,4691776,1009
Comparison_of_issue-tracking_systems,4698944,52978
History_of_the_Dylan_programming_language,4717751,23389
^txt2regex$,4739806,2398
Comparison_of_iPod_file_managers,4743663,12438
File_menu,4747332,718
Friendlyware,4758917,2071
Wordtrans,4799803,482
Neighbornode,4832282,1620
Comparison_of_geographic_information_systems_software,4855110,10680
MediaHighway,4875838,706
History_of_machine_translation,4891153,20068
PaperPort,4916193,4553
Comparison_of_free_and_open-source_software_licenses,4935428,35302
List_of_proprietary_software_for_Linux,4988156,26839
Haystack_(MIT_project),5033679,3532
List_of_desktop_publishing_software,5061533,3637
METATYPE1,5161826,1701
Control_panel_(software),5235612,3729
WvDial,5256396,3361
Comparison_of_version_control_software,5314244,103062
The_Summit_Open_Source_Development_Group,5334357,3130
Comparison_of_file_systems,5356051,113022
Mallet_(software_project),5371104,2068
NI_Multisim,5392023,3875
History_of_Programming_Languages,5396226,7888
Comparison_of_Internet_Relay_Chat_daemons,5417463,37010
Magic_Workstation,5422535,2020
ISIS/Draw,5427265,2974
ScaLAPACK,5438449,1682
Software_manufacturing,5448360,1578
List_of_Java_APIs,5457138,9667
SilkPage,5505835,673
Mugshot_(website),5538496,2434
Uim,5542380,1806
VDX_(library_software),5585532,2299
Procurement_software,5588452,3222
TJ-2,5593464,5399
Postback,5609205,2392
List_of_object-relational_mapping_software,5612136,8561
XForms_(toolkit),5618611,1830
Expensive_Desk_Calculator,5619296,2948
Write_barrier,5640236,1979
Colossal_Typewriter,5696506,2481
Expensive_Tape_Recorder,5698231,7051
Harmony_Compiler,5701074,3279
Munching_square,5724087,1699
Horizontal_market_software,5724423,1003
Trajpar,5731468,1869
Time_bomb_(software),5781957,4779
List_of_Plan_9_programs,5786489,12334
List_of_sequence_alignment_software,5806900,80083
List_of_Inferno_applications,5814915,5925
Spam_Bully,5823262,1018
Stanford_Web_Credibility_Project,5847044,9906
Personal_message,5855447,10007
Symantec_Workspace_Virtualization,5862959,2312
Kotoeri,5877513,2406
List_of_old_Macintosh_software,5882744,3709
BTRON,5953178,3169
PlateSpin,5967859,8327
The_Sleuth_Kit,6003795,3728
List_of_phylogenetics_software,6022892,16761
SyFlex,6023174,483
Neo_(object-relational_toolset),6032414,1105
Ubersketch,6033784,1347
ColorZilla,6081119,2467
List_of_educational_software,6162424,5545
VP/CSS,6190581,11592
Service_Package_Interpreter,6197534,1330
NHS-wide_Clearing_Service,6199904,1139
Smartmovie,6204801,2091
OpenBRR,6245032,917
Artifact_(software_development),6303113,4491
List_of_disk_partitioning_software,6377470,2736
Microchess,6407873,4709
List_of_commercial_products_based_on_Red_Hat_Enterprise_Linux,6428799,4128
Hilltop_algorithm,6431400,2400
Comparison_of_integrated_development_environments,6444283,84474
Liberum_Help_Desk,6529832,2035
Comparison_of_X_Window_System_desktop_environments,6559697,16040
Software_regression,6587377,2017
Replica_(Plan_9),6600749,622
Oracle_Designer,6657196,3670
Lightwright,6694542,3932
Sautrela,6752474,572
Mason_(Perl),6767527,2445
SwisTrack,6786855,2611
End-user_development,6795600,27105
LiveWire_Professional,6814048,1514
Comparison_of_genealogy_software,6840228,25107
Surround_Video,6925370,1161
LYMB,6931113,524
Application_streaming,6973485,4926
Comparison_of_massively_multiplayer_online_role-playing_games,6996055,35871
List_of_chemical_process_simulators,6999304,11893
Monolithic_application,7023871,3250
Human_search_engine,7059064,1764
Decline_and_Fall_of_the_American_Programmer,7142775,2710
IUP_(software),7187843,4576
Comparison_of_business_integration_software,7204781,23413
Jinitiator,7207607,2767
Superdistribution,7224758,3583
Security_and_safety_features_new_to_Windows_Vista,7247692,44774
Zeroday_Emergency_Response_Team,7258884,1825
Sistema_de_Administracion_de_Investigaciones_Criminologicas,7319648,855
Vujak,7327642,2124
List_of_compilers,7334163,51037
Preload_(software),7349853,1140
Software_engine,7357562,4286
Computer_programming_in_the_punched_card_era,7380371,8160
List_of_BPEL_engines,7408707,4055
ObjectVision,7408734,1337
OpenUsability,7424750,2018
Oracle_BPEL_Process_Manager,7426030,1486
Sulima_(simulator),7438605,900
List_of_neuroimaging_software,7443037,4782
LoLiWin,7468903,1029
Uberdata,7496850,1236
IBM_CP-40,7506207,17946
Motherboard_Monitor,7527260,1754
Online_complex_processing,7577329,446
SQX,7582977,1796
Squawk_virtual_machine,7585091,3803
List_of_concept-_and_mind-mapping_software,7597440,11528
Ntpdate,7606507,2152
Olympus_Master,7612858,2747
TANPAKU,7663689,1108
List_of_protein_structure_prediction_software,7672374,21900
ABBYY_FineReader,7685557,3644
LIRC,7696400,1903
Features_of_the_Opera_web_browser,7697075,28543
PHP_accelerator,7729172,2371
Parakey,7734099,2252
Wnn,7738391,1483
Java_version_history,7771171,111535
TransADF,7806817,1141
Tradedoubler,7822453,4823
Redland_RDF_Application_Framework,7826081,1464
Sierra_Streets,7830960,676
Jayrock,7866545,595
Mapopolis,7867727,1825
RealThings,7884617,942
Coding_conventions,7969681,19533
ReadPlease,8013991,322
Macromedia_Central,8100875,1861
ND-COSMOS,8104099,1276
List_of_live_CDs,8111362,12559
SANAKO,8148733,5493
SavaJe,8165694,2775
Rolling_distribution,8174693,73879
History_of_CP/CMS,8177460,40783
MIT/GNU_Scheme,8181214,2322
List_of_Unix_commands,8185776,18246
Oracle_OLAP,8196078,2329
Perl_package_manager,8299406,1030
Oniguruma,8323130,2414
SDET,8327133,894
Software_portability,8400335,7723
List_of_software_for_the_TRS-80,8426398,11059
RFdump,8492122,2357
SiteBar,8503723,2789
STUDENT_(computer_program),8511997,1223
SLIB,8513526,2025
Recovery_testing,8518263,1654
Native_and_foreign_format,8524423,2031
Larceny_(Scheme_implementation),8527916,2599
Mailwasher,8564557,1860
Comparison_of_disk_encryption_software,8594839,67089
T-Square_(software),8624486,7649
Comparison_of_content-control_software_and_providers,8632154,4783
List_of_FTP_server_software,8647884,15204
File_binder,8649479,1345
Utz_(file_format),8688021,597
RScheme,8691191,1860
List_of_pop-up_blocking_software,8700900,1506
TinyScheme,8703541,1667
List_of_web_browsers_for_Unix_and_Unix-like_operating_systems,8775865,6913
Namazu_(search_engine),8788752,662
VVI_(company),8841955,2299
List_of_virtual_printer_software,8852523,3086
Stevens_Award,8881415,2079
The_COED_Project,8899175,3751
Jena_(framework),8905398,2415
TopoFusion,8920000,748
PureMessage,8938287,1173
Dribbleware,8942962,768
SourceKibitzer,8951942,1051
Semcat,9046645,1491
VPSKeys,9066499,4171
Software_remastering,9202700,23396
GluonJ,9225759,3091
M2M_(Eclipse),9227646,1015
SmithProject,9259515,780
Comparison_of_web_frameworks,9334615,63502
Tkdesk,9382057,493
TransforMiiX,9451594,494
Regulus_Grammar_Compiler,9524192,1022
Software_repository,9570763,11734
RDoc,9599474,2213
Apache_Continuum,9605075,1909
Comparison_of_open-source_configuration_management_software,9672896,42092
Technical_features_new_to_Windows_Vista,9705828,86295
List_of_features_removed_in_Windows_Vista,9714003,92077
Moab_Cluster_Suite,9836995,1306
Information_filtering_system,9854390,7632
List_of_computer_simulation_software,9894301,11065
Comparison_of_reference_management_software,9922495,51103
Mailtraq,9931064,2239
Oracle_Collaboration_Suite,10019879,1575
Quality_engineering,10067215,10828
Comparison_of_boot_loaders,10077148,18908
List_of_3D_graphics_libraries,10118279,2760
LitwareHR,10142400,1440
IND$FILE,10147799,1365
Oracle_Property_Manager,10180804,1106
List_of_audio_conversion_software,10199091,1034
Autoconstructive_evolution,10207027,4432
Management_features_new_to_Windows_Vista,10217400,41482
Mimio_Notebook,10337394,1441
MainActor,10342289,1582
List_of_JavaScript_libraries,10369986,3255
Scribe_Software,10418018,889
Computer_appliance,10429990,14929
Operator_(extension),10550022,3655
Stabs,10573686,2498
Permission-driven_user_interface,10581325,716
RedMon,10592299,897
Meeting_Maker,10613825,2034
List_of_Sinclair_QL_software,10657512,12130
List_of_mass_spectrometry_software,10788796,55549
SIMbox,10793450,1323
PEAKS,10795926,3361
Terrier_Search_Engine,10818378,1908
JavaScript_framework,10851204,989
Comparison_of_Canadian-tax_preparation_software_for_personal_use,10918458,6437
Comparison_of_regular_expression_engines,10930422,29259
SapWin,10967524,2311
Txt2tags,11093733,2310
Multi-Purpose_Viewer,11114277,593
Mobispine,11118693,960
PowerBuilder_Foundation_Classes,11133796,4099
Sun_Java_System_Communications_Express,11150382,1830
List_of_HDL_simulators,11150437,14459
Samhain_(software),11161155,2218
Residual_frame,11163240,856
Sunflow,11173391,1640
Search-based_software_engineering,11220518,20646
Tracker_(search_software),11222227,2449
Interactive_density,11228446,892
Intellectual_property_brokering,11241058,4103
RSS_tracking,11270938,2973
OMII-UK,11272869,1691
Software_product_line,11289322,4232
Spanner_(software),11292996,1280
On-premises_software,11301107,3417
Structured_fax_file,11307933,591
Agent-oriented_software_engineering,11320725,3922
PHP_Development_Tools,11358433,4013
MetaSAN,11379856,2608
JUNG,11469413,3372
Transport/protocol_abstraction,11477970,1581
List_of_computer_system_emulators,11561331,82170
List_of_video_game_emulators,11561548,1860
Horizons:_Software_Starter_Pack,11574919,3289
Comparison_of_file_verification_software,11634225,31064
Scene_Generator,11653243,508
Netscape_Messenger_9,11733540,4086
Operation:_Bot_Roast,11838043,2966
Sun_Java_System_Access_Manager,11842179,1567
Java_Interface_Definition_Language,11867739,843
SpeakRight_Framework,11900038,368
Self-service_software_vendors,11925029,1890
OpenJ9,11932635,2511
LINA_(software),11957736,2063
List_of_Eclipse-based_software,11969224,10948
BS_7925-1,11974071,1335
BS_7925-2,11974175,1288
List_of_optimization_software,12012158,13866
Features_of_Skype,12019736,22816
List_of_Six_Sigma_software_packages,12038022,2884
Computer_compatibility,12075392,2730
ESRB_re-rating_of_The_Elder_Scrolls_IV:_Oblivion,12160605,21500
Comparison_of_desktop_application_launchers,12165267,8707
TBIL,12167977,726
Redshift_(planetarium_software),12194942,1593
Comparison_of_software_for_molecular_mechanics_modeling,12207850,23816
Feature_complete,12241099,1110
List_of_Macromedia_software,12243838,2127
Norton_Confidential,12265137,381
Comparison_of_social_networking_software,12285840,18124
Auto_clicker,12309290,1964
CA-Realizer,12326944,1062
IBM_DISOSS,12525405,4940
Maverick_Framework,12526801,503
Maverick.NET,12526946,569
List_of_quantum_chemistry_and_solid-state_physics_software,12544818,24844
List_of_LDAP_software,12552512,9404
Landscape_design_software,12595264,3206
Mainframe_sort_merge,12640055,4099
TeX_Directory_Structure,12691399,1109
Instruments_(software),12742068,2351
Searchlight_BBS,12751624,3256
Table_of_Contents_Editor,12780681,909
Eclipse_Buckminster,12868247,3828
Criticism_of_Facebook,12878216,258048
Comparison_of_disc_authoring_software,12895727,12240
Comparison_of_VMware_Fusion_and_Parallels_Desktop,12967141,12732
Rational_MultiVersion_File_System,13106372,1383
Sun_Java_System_Communications_Suite,13120323,2851
SAP_NetWeaver_Portal,13141149,1783
List_of_historical_Gnutella_clients,13200698,5431
Sigma_knowledge_engineering_environment,13215862,1169
MUMPS_(software),13238290,3562
List_of_widget_toolkits,13279719,30517
Memory_safety,13344659,12502
JavaHelp,13458707,2401
Mylyn,13501538,3494
Opendisc,13506481,1475
Proxy-based_estimating,13564737,1575
Windows_Libraries_for_OS/2,13586375,1661
PhoneME,13596786,2124
Samsung_Contact,13645483,888
Asterisk_Gateway_Interface,13679557,1962
Comparison_of_JavaScript-based_source_code_editors,13707375,16259
Trendalyzer,13720879,3763
Remote_Application_Platform,13790436,2827
Comparison_of_machine_translation_applications,13829382,39127
History_of_IBM_mainframe_operating_systems,13856089,52879
Solution_Deployment_Descriptor,13890452,1135
Biscom,13891636,4472
Video_renderer,13895766,791
TEST_(x86_instruction),13918823,1941
Ready_to_Read_with_Pooh,13929252,20675
MAPICS,13961495,3172
PASSER_program_suite,13982157,813
Lexipedia,13988206,1371
History_of_Linux,14032417,48097
List_of_defragmentation_software,14088993,1002
OCML,14312512,1033
List_of_applications_with_iCalendar_support,14401264,4679
Amiga_productivity_software,14435941,26349
Amiga_support_and_maintenance_software,14436015,29166
Planetarium_software,14466034,1475
Univac_Text_Editor,14467753,507
MSU_Lossless_Video_Codec,14470248,2948
Xindy,14541032,1916
List_of_scorewriters,14541266,6236
Portable_Forth_Environment,14597627,435
ISBEM,14599551,1273
History_of_Sinhala_software,14627161,13165
Tunatic,14632896,1444
Scribe_Mail,14645155,2320
X_Neural_Switcher,14722256,3441
List_of_C++_multi-threading_libraries,14727286,3135
Software_incompatibility,14743352,6775
Jane_(software),14748020,1674
PlatBox_Project,14753852,6139
Microsoft_adCenter_Analytics,14807230,1336
Stylebase_for_Eclipse,14824108,2380
Tasword,14825966,5003
Validate_(McAfee),14842077,616
List_of_next-generation_library_catalogs,14863655,8875
Context_MBA,14873058,2366
Comparison_of_brainwave_entrainment_software,15038373,7745
Comparison_of_neurofeedback_software,15038854,11593
MapJack,15054870,3588
List_of_Macintosh_software_published_by_Microsoft,15208284,3875
Lexmark_Forms_Composer,15296933,771
List_of_RNA_structure_prediction_software,15308316,131445
NaFIRS,15309059,483
Trimension,15311019,1553
Spicebird,15620410,2606
ANSA_Pre-processor,15653597,1587
Alsys,15670933,5014
Integrated_Publishing_System,15707133,934
Renesis_Player,15723654,1401
SFX_(software),15775114,5247
Code_mobility,15851275,5760
Tie_(information_technology),15944737,689
Single_Table_Inheritance,15944818,1747
WYSIWYM_(interaction_technique),15998635,2901
List_of_Facebook_features,16115172,99642
List_of_installation_software,16173852,2989
Online_Bible,16185916,1869
Terminal_pager,16207162,1891
Signed_overpunch,16284001,1553
List_of_products_based_on_FreeBSD,16354265,12171
MANCOOSI,16435007,868
Symphony_(software),16438065,3769
Windows_Easy_Transfer,16473708,11878
Comparison_of_sites_using_the_LiveJournal_codebase,16533529,21565
SubSonic_(software),16539601,1379
Wv_(software),16554955,1163
Comparison_of_X_window_managers,16660329,8547
Comparison_of_JavaScript_frameworks,16688167,54593
List_of_Ajax_frameworks,16690078,8520
Dendroscope,16725707,2283
Type_(Unix),16761786,1554
SHINE_Expert_System,16883797,10161
Business_models_for_open-source_software,16982989,68672
Software_studies,17017917,9715
XCOPY_deployment,17058147,1465
TYPE_(DOS_command),17063455,1262
List_of_speech_recognition_software,17161012,15819
Merge_window,17242440,1207
Controversies_surrounding_Grand_Theft_Auto_IV,17321437,36065
WAsP,17387012,1832
System_appreciation,17389142,1784
Shipserv,17412061,2660
List_of_observatory_software,17419031,2244
XMDF,17453642,2517
XDMF,17453727,1839
Comparison_of_disk_cloning_software,17473433,12615
History_of_the_web_browser,17530988,33919
NewsML-G2,17638359,2787
OJB,17718315,2792
Mimic_Simulation_Software,17753199,2221
Software_development_effort_estimation,17765521,20480
Comparison_of_cluster_software,17770053,14901
NewsML_1,17808982,1085
Log_monitor,17855043,752
VMDK,17878653,4006
PlayOnLinux,17910680,4985
PassPattern_system,17941006,706
Black_Legend_(software_publisher),18023665,2270
X_Input_Method,18041171,497
List_of_discrete_event_simulation_software,18090043,9209
Data_Base_Task_Group,18204753,1547
Comparison_of_computer-aided_design_editors,18301841,67220
Memory_model_(programming),18317903,6626
TheBrain,18389679,2249
Comparison_of_Java_Remote_Desktop_projects,18418837,4352
StartUp-Manager,18420309,1960
Nessy_Tales,18475908,627
Reconstructor,18532376,1886
Comparison_of_shopping_cart_software,18535598,46043
Route_(GIS),18586938,492
List_of_tools_to_create_Live_USB_systems,18596206,2960
Criticism_of_Yahoo!,18718392,26368
Rietveld_(software),18728462,2398
Aligned_Assets,18756773,6225
Software_ecosystem,18860506,3984
Comparison_of_UPnP_AV_media_servers,18899538,13160
Mango_(software),18920030,2690
Abandonware,18933176,84075
Batch_Enhancer,18957256,2305
Comparison_of_web_hosting_control_panels,18977540,20054
Comparison_of_disc_image_software,19067399,20157
Revo_Uninstaller,19168655,3917
OSAMI,19187172,2752
Software_feature,19218583,970
Ubuntu_version_history,19264489,140885
Route_Availability_Planning_Tool,19289320,779
Title_(command),19402429,3463
SailFin,19468940,1657
Criticism_of_eBay,19489419,37175
List_of_enterprise_search_vendors,19501639,3309
SAP_Enterprise_Architecture_Framework,19561724,2038
HotJava_Views,19685901,2026
Xnee,19817299,3108
Comparison_of_feed_aggregators,19845056,42508
List_of_phylogenetic_tree_visualization_software,19879147,18262
Social_software_engineering,19886721,4182
Merise,19943469,2084
Hybrid_SaaS,19961865,4382
Net_Nanny,19965152,4327
Rise_and_Resurrection_of_the_American_Programmer,19986969,2517
Features_new_to_Windows_7,19990354,96713
Socrates_II,20001161,692
Wish_list,20006540,5398
View_model,20061545,38475
PDCurses,20066386,1958
Variant_object,20114684,2592
Timeline_of_Microsoft_Windows,20115151,8730
List_of_features_removed_in_Windows_7,20209624,36185
Carbon_Copy_(software),20259562,803
TalkTalk_TV_Store,20324263,9101
Software_industry_in_China,20334400,1359
Gmail_interface,20358322,34370
Nudi_(software),20381079,1358
List_of_software_that_supports_Office_Open_XML,20399244,45428
Picogen,20500579,3675
SIO_(software),20553619,2451
Java_Cryptography_Extension,20553764,1106
Log_shipping,20722131,3065
PsyScope,20754838,4009
Textecution,21010372,1853
List_of_OpenGL_programs,21014022,3142
Parameter_validation,21042541,1636
List_of_software_under_the_GNU_AGPL,21098058,3007
Opsi,21193777,9272
User_State_Migration_Tool,21198453,6360
IBM_Websphere_Business_Events,21210268,2619
Mintty,21240519,2853
MIN_Test_Framework,21263043,1955
PR/SM,21280477,1950
History_of_compiler_construction,21310186,43068
Macintosh_operating_systems,21347643,20343
History_of_Python,21356332,19138
List_of_numerical_libraries,21362023,18624
NMock,21383101,496
Matrox_Simple_Interface,21505824,1115
Software_business,21560276,3717
Softario_Captus,21597668,2222
Software_entrepreneurship,21660525,4209
Multiple_phone_web-based_application_framework,21721249,25329
Amazon_Machine_Image,21811729,6134
Computer_Model_Railroad_Interface,21848222,2604
Form_Faces,21883111,657
E2open,21899755,7395
MiTAP,22019446,4379
Microsoft_Semblio,22033658,3046
TaveRNA,22210763,2568
Comparison_of_nucleic_acid_simulation_software,22253193,7618
Comparison_of_code_generation_tools,22257141,21112
Hozo,22278623,2167
List_of_DVD_authoring_applications,22280100,3078
Revulytics,22305973,8494
